sample_order,company_id,final_sample_id,ticker,symbol,company_name,security,_company_key,cik,gics_sector,gics_sub_industry,accession_number,primary_document,form,filing_date,report_date,report_year,filing_url,source_manifest,sample_group,batch_id,r2_object_key,universe_order
368,S2024-368,S2024-368,PG,PG,Procter & Gamble,Procter & Gamble,cik:0000080424,0000080424,Consumer Staples,Personal Care Products,0000080424-24-000083,pg-20240630.htm,10-K,2024-08-05,2024-06-30,2024,https://www.sec.gov/Archives/edgar/data/80424/000008042424000083/pg-20240630.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0000080424/0000080424-24-000083.html,379
369,S2024-369,S2024-369,PGR,PGR,Progressive Corporation,Progressive Corporation,cik:0000080661,0000080661,Financials,Property & Casualty Insurance,0000080661-25-000007,pgr-20241231.htm,10-K,2025-03-03,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/80661/000008066125000007/pgr-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0000080661/0000080661-25-000007.html,380
370,S2024-370,S2024-370,PLD,PLD,Prologis,Prologis,cik:0001045609,0001045609,Real Estate,Industrial REITs,0000950170-25-021272,pld-20241231.htm,10-K,2025-02-14,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1045609/000095017025021272/pld-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0001045609/0000950170-25-021272.html,381
371,S2024-371,S2024-371,PRU,PRU,Prudential Financial,Prudential Financial,cik:0001137774,0001137774,Financials,Life & Health Insurance,0001137774-25-000044,pru-20241231.htm,10-K,2025-02-13,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1137774/000113777425000044/pru-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0001137774/0001137774-25-000044.html,382
372,S2024-372,S2024-372,PEG,PEG,Public Service Enterprise Group,Public Service Enterprise Group,cik:0000788784,0000788784,Utilities,Electric Utilities,0000950170-25-026874,peg-20241231.htm,10-K,2025-02-25,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/788784/000095017025026874/peg-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0000788784/0000950170-25-026874.html,383
373,S2024-373,S2024-373,PSA,PSA,Public Storage,Public Storage,cik:0001393311,0001393311,Real Estate,Self-Storage REITs,0001393311-25-000036,psa-20241231.htm,10-K,2025-02-24,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1393311/000139331125000036/psa-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0001393311/0001393311-25-000036.html,384
374,S2024-374,S2024-374,PHM,PHM,PulteGroup,PulteGroup,cik:0000822416,0000822416,Consumer Discretionary,Homebuilding,0000822416-25-000007,phm-20241231.htm,10-K,2025-02-06,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/822416/000082241625000007/phm-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0000822416/0000822416-25-000007.html,385
375,S2024-375,S2024-375,QCOM,QCOM,Qualcomm,Qualcomm,cik:0000804328,0000804328,Information Technology,Semiconductors,0000804328-24-000075,qcom-20240929.htm,10-K,2024-11-06,2024-09-29,2024,https://www.sec.gov/Archives/edgar/data/804328/000080432824000075/qcom-20240929.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0000804328/0000804328-24-000075.html,386
376,S2024-376,S2024-376,PWR,PWR,Quanta Services,Quanta Services,cik:0001050915,0001050915,Industrials,Construction & Engineering,0001050915-25-000005,pwr-20241231.htm,10-K,2025-02-20,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1050915/000105091525000005/pwr-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0001050915/0001050915-25-000005.html,387
377,S2024-377,S2024-377,DGX,DGX,Quest Diagnostics,Quest Diagnostics,cik:0001022079,0001022079,Health Care,Health Care Services,0001022079-25-000044,dgx-20241231.htm,10-K,2025-02-20,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1022079/000102207925000044/dgx-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0001022079/0001022079-25-000044.html,388
378,S2024-378,S2024-378,RTX,RTX,RTX Corporation,RTX Corporation,cik:0000101829,0000101829,Industrials,Aerospace & Defense,0000101829-25-000005,rtx-20241231.htm,10-K,2025-02-03,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/101829/000010182925000005/rtx-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0000101829/0000101829-25-000005.html,389
379,S2024-379,S2024-379,RL,RL,Ralph Lauren Corporation,Ralph Lauren Corporation,cik:0001037038,0001037038,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",0001037038-24-000014,rl-20240330.htm,10-K,2024-05-23,2024-03-30,2024,https://www.sec.gov/Archives/edgar/data/1037038/000103703824000014/rl-20240330.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0001037038/0001037038-24-000014.html,390
380,S2024-380,S2024-380,RJF,RJF,Raymond James Financial,Raymond James Financial,cik:0000720005,0000720005,Financials,Investment Banking & Brokerage,0000720005-24-000069,rjf-20240930.htm,10-K,2024-11-26,2024-09-30,2024,https://www.sec.gov/Archives/edgar/data/720005/000072000524000069/rjf-20240930.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0000720005/0000720005-24-000069.html,391
381,S2024-381,S2024-381,O,O,Realty Income,Realty Income,cik:0000726728,0000726728,Real Estate,Retail REITs,0000726728-25-000055,o-20241231.htm,10-K,2025-02-25,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/726728/000072672825000055/o-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0000726728/0000726728-25-000055.html,392
382,S2024-382,S2024-382,REG,REG,Regency Centers,Regency Centers,cik:0000910606,0000910606,Real Estate,Retail REITs,0000950170-25-021359,reg-20241231.htm,10-K,2025-02-14,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/910606/000095017025021359/reg-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0000910606/0000950170-25-021359.html,393
383,S2024-383,S2024-383,REGN,REGN,Regeneron Pharmaceuticals,Regeneron Pharmaceuticals,cik:0000872589,0000872589,Health Care,Biotechnology,0001804220-25-000011,regn-20241231.htm,10-K,2025-02-05,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/872589/000180422025000011/regn-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0000872589/0001804220-25-000011.html,394
384,S2024-384,S2024-384,RF,RF,Regions Financial Corporation,Regions Financial Corporation,cik:0001281761,0001281761,Financials,Regional Banks,0001281761-25-000010,rf-20241231.htm,10-K,2025-02-21,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1281761/000128176125000010/rf-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0001281761/0001281761-25-000010.html,395
385,S2024-385,S2024-385,RSG,RSG,Republic Services,Republic Services,cik:0001060391,0001060391,Industrials,Environmental & Facilities Services,0001060391-25-000091,rsg-20241231.htm,10-K,2025-02-14,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1060391/000106039125000091/rsg-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0001060391/0001060391-25-000091.html,396
386,S2024-386,S2024-386,RMD,RMD,ResMed,ResMed,cik:0000943819,0000943819,Health Care,Health Care Equipment,0000943819-24-000013,rmd-20240630.htm,10-K,2024-08-09,2024-06-30,2024,https://www.sec.gov/Archives/edgar/data/943819/000094381924000013/rmd-20240630.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0000943819/0000943819-24-000013.html,397
387,S2024-387,S2024-387,RVTY,RVTY,Revvity,Revvity,cik:0000031791,0000031791,Health Care,Health Care Equipment,0000031791-25-000009,revv-20241229.htm,10-K,2025-02-25,2024-12-29,2024,https://www.sec.gov/Archives/edgar/data/31791/000003179125000009/revv-20241229.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0000031791/0000031791-25-000009.html,398
388,S2024-388,S2024-388,ROK,ROK,Rockwell Automation,Rockwell Automation,cik:0001024478,0001024478,Industrials,Electrical Components & Equipment,0001024478-24-000107,rok-20240930.htm,10-K,2024-11-12,2024-09-30,2024,https://www.sec.gov/Archives/edgar/data/1024478/000102447824000107/rok-20240930.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0001024478/0001024478-24-000107.html,399
389,S2024-389,S2024-389,ROL,ROL,"Rollins, Inc.","Rollins, Inc.",cik:0000084839,0000084839,Industrials,Environmental & Facilities Services,0000084839-25-000024,rol-20241231.htm,10-K,2025-02-13,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/84839/000008483925000024/rol-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0000084839/0000084839-25-000024.html,400
390,S2024-390,S2024-390,ROP,ROP,Roper Technologies,Roper Technologies,cik:0000882835,0000882835,Information Technology,Electronic Equipment & Instruments,0000882835-25-000008,rop-20241231.htm,10-K,2025-02-24,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/882835/000088283525000008/rop-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0000882835/0000882835-25-000008.html,401
391,S2024-391,S2024-391,ROST,ROST,Ross Stores,Ross Stores,cik:0000745732,0000745732,Consumer Discretionary,Apparel Retail,0000745732-24-000009,rost-20240203.htm,10-K,2024-04-02,2024-02-03,2024,https://www.sec.gov/Archives/edgar/data/745732/000074573224000009/rost-20240203.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0000745732/0000745732-24-000009.html,402
392,S2024-392,S2024-392,RCL,RCL,Royal Caribbean Group,Royal Caribbean Group,cik:0000884887,0000884887,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0000884887-25-000050,rcl-20241231.htm,10-K,2025-02-14,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/884887/000088488725000050/rcl-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0000884887/0000884887-25-000050.html,403
393,S2024-393,S2024-393,SPGI,SPGI,S&P Global,S&P Global,cik:0000064040,0000064040,Financials,Financial Exchanges & Data,0000064040-25-000052,spgi-20241231.htm,10-K,2025-02-11,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/64040/000006404025000052/spgi-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0000064040/0000064040-25-000052.html,404
394,S2024-394,S2024-394,SBAC,SBAC,SBA Communications,SBA Communications,cik:0001034054,0001034054,Real Estate,Telecom Tower REITs,0001034054-25-000002,sbac-20241231x10k.htm,10-K,2025-02-26,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1034054/000103405425000002/sbac-20241231x10k.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0001034054/0001034054-25-000002.html,405
395,S2024-395,S2024-395,CRM,CRM,Salesforce,Salesforce,cik:0001108524,0001108524,Information Technology,Application Software,0001108524-24-000005,crm-20240131.htm,10-K,2024-03-06,2024-01-31,2024,https://www.sec.gov/Archives/edgar/data/1108524/000110852424000005/crm-20240131.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0001108524/0001108524-24-000005.html,406
396,S2024-396,S2024-396,SLB,SLB,Schlumberger,Schlumberger,cik:0000087347,0000087347,Energy,Oil & Gas Equipment & Services,0000950170-25-007638,slb-20241231.htm,10-K,2025-01-22,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/87347/000095017025007638/slb-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0000087347/0000950170-25-007638.html,407
397,S2024-397,S2024-397,STX,STX,Seagate Technology,Seagate Technology,cik:0001137789,0001137789,Information Technology,"Technology Hardware, Storage & Peripherals",0001137789-24-000068,stx-20240628.htm,10-K,2024-08-02,2024-06-28,2024,https://www.sec.gov/Archives/edgar/data/1137789/000113778924000068/stx-20240628.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0001137789/0001137789-24-000068.html,408
398,S2024-398,S2024-398,SRE,SRE,Sempra,Sempra,cik:0001032208,0001032208,Utilities,Multi-Utilities,0001032208-25-000012,sre-20241231.htm,10-K,2025-02-25,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1032208/000103220825000012/sre-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0001032208/0001032208-25-000012.html,409
399,S2024-399,S2024-399,NOW,NOW,ServiceNow,ServiceNow,cik:0001373715,0001373715,Information Technology,Systems Software,0001373715-25-000010,now-20241231.htm,10-K,2025-01-30,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1373715/000137371525000010/now-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0001373715/0001373715-25-000010.html,410
400,S2024-400,S2024-400,SHW,SHW,Sherwin-Williams,Sherwin-Williams,cik:0000089800,0000089800,Materials,Specialty Chemicals,0000089800-25-000030,shw-20241231.htm,10-K,2025-02-20,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/89800/000008980025000030/shw-20241231.htm,2024/sp500_companies.csv,sample_2024,4,2024/sample_500/html/raw/0000089800/0000089800-25-000030.html,411
401,S2024-401,S2024-401,SPG,SPG,Simon Property Group,Simon Property Group,cik:0001063761,0001063761,Real Estate,Retail REITs,0001558370-25-001271,spg-20241231x10k.htm,10-K,2025-02-21,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1063761/000155837025001271/spg-20241231x10k.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0001063761/0001558370-25-001271.html,412
402,S2024-402,S2024-402,SWKS,SWKS,Skyworks Solutions,Skyworks Solutions,cik:0000004127,0000004127,Information Technology,Semiconductors,0000004127-24-000131,swks-20240927.htm,10-K,2024-11-15,2024-09-27,2024,https://www.sec.gov/Archives/edgar/data/4127/000000412724000131/swks-20240927.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0000004127/0000004127-24-000131.html,413
403,S2024-403,S2024-403,SW,SW,Smurfit Westrock,Smurfit Westrock,cik:0002005951,0002005951,Materials,Paper & Plastic Packaging Products & Materials,0002005951-25-000005,smur-20241231.htm,10-K,2025-03-07,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/2005951/000200595125000005/smur-20241231.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0002005951/0002005951-25-000005.html,414
404,S2024-404,S2024-404,SNA,SNA,Snap-on,Snap-on,cik:0000091440,0000091440,Industrials,Industrial Machinery & Supplies & Components,0000091440-25-000010,sna-20241228.htm,10-K,2025-02-13,2024-12-28,2024,https://www.sec.gov/Archives/edgar/data/91440/000009144025000010/sna-20241228.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0000091440/0000091440-25-000010.html,415
405,S2024-405,S2024-405,SOLV,SOLV,Solventum,Solventum,cik:0001964738,0001964738,Health Care,Health Care Technology,0001964738-25-000019,solv-20241231.htm,10-K,2025-02-28,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1964738/000196473825000019/solv-20241231.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0001964738/0001964738-25-000019.html,416
406,S2024-406,S2024-406,SO,SO,Southern Company,Southern Company,cik:0000092122,0000092122,Utilities,Electric Utilities,0000092122-25-000018,so-20241231.htm,10-K,2025-02-20,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/92122/000009212225000018/so-20241231.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0000092122/0000092122-25-000018.html,417
407,S2024-407,S2024-407,LUV,LUV,Southwest Airlines,Southwest Airlines,cik:0000092380,0000092380,Industrials,Passenger Airlines,0000092380-25-000024,luv-20241231.htm,10-K,2025-02-07,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/92380/000009238025000024/luv-20241231.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0000092380/0000092380-25-000024.html,418
408,S2024-408,S2024-408,SWK,SWK,Stanley Black & Decker,Stanley Black & Decker,cik:0000093556,0000093556,Industrials,Industrial Machinery & Supplies & Components,0000093556-25-000007,swk-20241228.htm,10-K,2025-02-18,2024-12-28,2024,https://www.sec.gov/Archives/edgar/data/93556/000009355625000007/swk-20241228.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0000093556/0000093556-25-000007.html,419
409,S2024-409,S2024-409,SBUX,SBUX,Starbucks,Starbucks,cik:0000829224,0000829224,Consumer Discretionary,Restaurants,0000829224-24-000057,sbux-20240929.htm,10-K,2024-11-20,2024-09-29,2024,https://www.sec.gov/Archives/edgar/data/829224/000082922424000057/sbux-20240929.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0000829224/0000829224-24-000057.html,420
410,S2024-410,S2024-410,STT,STT,State Street Corporation,State Street Corporation,cik:0000093751,0000093751,Financials,Asset Management & Custody Banks,0000093751-25-000111,stt-20241231.htm,10-K,2025-02-13,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0000093751/0000093751-25-000111.html,421
411,S2024-411,S2024-411,STLD,STLD,Steel Dynamics,Steel Dynamics,cik:0001022671,0001022671,Materials,Steel,0001558370-25-001886,stld-20241231x10k.htm,10-K,2025-02-28,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1022671/000155837025001886/stld-20241231x10k.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0001022671/0001558370-25-001886.html,422
412,S2024-412,S2024-412,STE,STE,Steris,Steris,cik:0001757898,0001757898,Health Care,Health Care Equipment,0001757898-24-000008,ste-20240331.htm,10-K,2024-05-29,2024-03-31,2024,https://www.sec.gov/Archives/edgar/data/1757898/000175789824000008/ste-20240331.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0001757898/0001757898-24-000008.html,423
413,S2024-413,S2024-413,SYK,SYK,Stryker Corporation,Stryker Corporation,cik:0000310764,0000310764,Health Care,Health Care Equipment,0000310764-25-000023,syk-20241231.htm,10-K,2025-02-12,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/310764/000031076425000023/syk-20241231.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0000310764/0000310764-25-000023.html,424
414,S2024-414,S2024-414,SMCI,SMCI,Supermicro,Supermicro,cik:0001375365,0001375365,Information Technology,"Technology Hardware, Storage & Peripherals",0001375365-25-000004,smci-20240630.htm,10-K,2025-02-25,2024-06-30,2024,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000004/smci-20240630.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0001375365/0001375365-25-000004.html,425
415,S2024-415,S2024-415,SYF,SYF,Synchrony Financial,Synchrony Financial,cik:0001601712,0001601712,Financials,Consumer Finance,0001601712-25-000044,syf-20241231.htm,10-K,2025-02-07,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1601712/000160171225000044/syf-20241231.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0001601712/0001601712-25-000044.html,426
416,S2024-416,S2024-416,SNPS,SNPS,Synopsys,Synopsys,cik:0000883241,0000883241,Information Technology,Application Software,0000883241-24-000024,snps-20241031.htm,10-K,2024-12-19,2024-10-31,2024,https://www.sec.gov/Archives/edgar/data/883241/000088324124000024/snps-20241031.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0000883241/0000883241-24-000024.html,427
417,S2024-417,S2024-417,SYY,SYY,Sysco,Sysco,cik:0000096021,0000096021,Consumer Staples,Food Distributors,0000096021-24-000128,syy-20240629.htm,10-K,2024-08-28,2024-06-29,2024,https://www.sec.gov/Archives/edgar/data/96021/000009602124000128/syy-20240629.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0000096021/0000096021-24-000128.html,428
418,S2024-418,S2024-418,TMUS,TMUS,T-Mobile US,T-Mobile US,cik:0001283699,0001283699,Communication Services,Wireless Telecommunication Services,0001283699-25-000012,tmus-20241231.htm,10-K,2025-01-31,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1283699/000128369925000012/tmus-20241231.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0001283699/0001283699-25-000012.html,429
419,S2024-419,S2024-419,TROW,TROW,T. Rowe Price,T. Rowe Price,cik:0001113169,0001113169,Financials,Asset Management & Custody Banks,0001113169-25-000007,trow-20241231.htm,10-K,2025-02-14,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1113169/000111316925000007/trow-20241231.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0001113169/0001113169-25-000007.html,430
420,S2024-420,S2024-420,TEL,TEL,TE Connectivity,TE Connectivity,cik:0001385157,0001385157,Information Technology,Electronic Manufacturing Services,0001558370-24-015227,tel-20240927x10k.htm,10-K,2024-11-12,2024-09-27,2024,https://www.sec.gov/Archives/edgar/data/1385157/000155837024015227/tel-20240927x10k.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0001385157/0001558370-24-015227.html,431
421,S2024-421,S2024-421,TJX,TJX,TJX Companies,TJX Companies,cik:0000109198,0000109198,Consumer Discretionary,Apparel Retail,0000109198-24-000014,tjx-20240203.htm,10-K,2024-04-03,2024-02-03,2024,https://www.sec.gov/Archives/edgar/data/109198/000010919824000014/tjx-20240203.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0000109198/0000109198-24-000014.html,432
422,S2024-422,S2024-422,TTWO,TTWO,Take-Two Interactive,Take-Two Interactive,cik:0000946581,0000946581,Communication Services,Interactive Home Entertainment,0001628280-24-024623,ttwo-20240331.htm,10-K,2024-05-22,2024-03-31,2024,https://www.sec.gov/Archives/edgar/data/946581/000162828024024623/ttwo-20240331.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0000946581/0001628280-24-024623.html,433
423,S2024-423,S2024-423,TPR,TPR,"Tapestry, Inc.","Tapestry, Inc.",cik:0001116132,0001116132,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",0001116132-24-000018,tpr-20240629.htm,10-K,2024-08-15,2024-06-29,2024,https://www.sec.gov/Archives/edgar/data/1116132/000111613224000018/tpr-20240629.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0001116132/0001116132-24-000018.html,434
424,S2024-424,S2024-424,TRGP,TRGP,Targa Resources,Targa Resources,cik:0001389170,0001389170,Energy,Oil & Gas Storage & Transportation,0000950170-25-023983,trgp-20241231.htm,10-K,2025-02-20,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1389170/000095017025023983/trgp-20241231.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0001389170/0000950170-25-023983.html,435
425,S2024-425,S2024-425,TGT,TGT,Target Corporation,Target Corporation,cik:0000027419,0000027419,Consumer Staples,Consumer Staples Merchandise Retail,0000027419-24-000032,tgt-20240203.htm,10-K,2024-03-13,2024-02-03,2024,https://www.sec.gov/Archives/edgar/data/27419/000002741924000032/tgt-20240203.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0000027419/0000027419-24-000032.html,436
426,S2024-426,S2024-426,TDY,TDY,Teledyne Technologies,Teledyne Technologies,cik:0001094285,0001094285,Information Technology,Electronic Equipment & Instruments,0001094285-25-000053,tdy-20241229.htm,10-K,2025-02-21,2024-12-29,2024,https://www.sec.gov/Archives/edgar/data/1094285/000109428525000053/tdy-20241229.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0001094285/0001094285-25-000053.html,437
427,S2024-427,S2024-427,TFX,TFX,Teleflex,Teleflex,cik:0000096943,0000096943,,,0000096943-25-000031,tfx-20241231.htm,10-K,2025-02-28,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/96943/000009694325000031/tfx-20241231.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0000096943/0000096943-25-000031.html,438
428,S2024-428,S2024-428,TER,TER,Teradyne,Teradyne,cik:0000097210,0000097210,Information Technology,Semiconductor Materials & Equipment,0000950170-25-023784,ter-20241231.htm,10-K,2025-02-20,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/97210/000095017025023784/ter-20241231.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0000097210/0000950170-25-023784.html,439
429,S2024-429,S2024-429,TSLA,TSLA,"Tesla, Inc.","Tesla, Inc.",cik:0001318605,0001318605,Consumer Discretionary,Automobile Manufacturers,0001628280-25-003063,tsla-20241231.htm,10-K,2025-01-30,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/tsla-20241231.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0001318605/0001628280-25-003063.html,440
430,S2024-430,S2024-430,TXN,TXN,Texas Instruments,Texas Instruments,cik:0000097476,0000097476,Information Technology,Semiconductors,0000097476-25-000007,txn-20241231.htm,10-K,2025-02-14,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/97476/000009747625000007/txn-20241231.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0000097476/0000097476-25-000007.html,441
431,S2024-431,S2024-431,TPL,TPL,Texas Pacific Land Corporation,Texas Pacific Land Corporation,cik:0001811074,0001811074,Energy,Oil & Gas Exploration & Production,0001811074-25-000044,tpl-20241231.htm,10-K,2025-02-19,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1811074/000181107425000044/tpl-20241231.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0001811074/0001811074-25-000044.html,442
432,S2024-432,S2024-432,TXT,TXT,Textron,Textron,cik:0000217346,0000217346,Industrials,Aerospace & Defense,0000217346-25-000017,txt-20241228.htm,10-K,2025-02-06,2024-12-28,2024,https://www.sec.gov/Archives/edgar/data/217346/000021734625000017/txt-20241228.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0000217346/0000217346-25-000017.html,443
433,S2024-433,S2024-433,TMO,TMO,Thermo Fisher Scientific,Thermo Fisher Scientific,cik:0000097745,0000097745,Health Care,Life Sciences Tools & Services,0000097745-25-000010,tmo-20241231.htm,10-K,2025-02-20,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/97745/000009774525000010/tmo-20241231.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0000097745/0000097745-25-000010.html,444
434,S2024-434,S2024-434,TSCO,TSCO,Tractor Supply,Tractor Supply,cik:0000916365,0000916365,Consumer Discretionary,Other Specialty Retail,0000916365-25-000076,tsco-20241228.htm,10-K,2025-02-20,2024-12-28,2024,https://www.sec.gov/Archives/edgar/data/916365/000091636525000076/tsco-20241228.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0000916365/0000916365-25-000076.html,445
435,S2024-435,S2024-435,TT,TT,Trane Technologies,Trane Technologies,cik:0001466258,0001466258,Industrials,Building Products,0001466258-25-000039,tt-20241231.htm,10-K,2025-02-06,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1466258/000146625825000039/tt-20241231.htm,2024/sp500_companies.csv,sample_2024,5,2024/sample_500/html/raw/0001466258/0001466258-25-000039.html,446
