sample_order,company_id,final_sample_id,ticker,symbol,company_name,security,_company_key,cik,gics_sector,gics_sub_industry,accession_number,primary_document,form,filing_date,report_date,report_year,filing_url,source_manifest,sample_group,batch_id,r2_object_key,universe_order
121,S2023-121,S2023-121,CAG,CAG,Conagra Brands,Conagra Brands,cik:0000023217,0000023217,,,0001437749-23-019879,cag20230206_10k.htm,10-K,2023-07-13,2023-05-28,2023,https://www.sec.gov/Archives/edgar/data/23217/000143774923019879/cag20230206_10k.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000023217/0001437749-23-019879.html,126
122,S2023-122,S2023-122,COP,COP,ConocoPhillips,ConocoPhillips,cik:0001163165,0001163165,Energy,Oil & Gas Exploration & Production,0001163165-24-000010,cop-20231231.htm,10-K,2024-02-15,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1163165/000116316524000010/cop-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001163165/0001163165-24-000010.html,127
123,S2023-123,S2023-123,ED,ED,Consolidated Edison,Consolidated Edison,cik:0001047862,0001047862,Utilities,Multi-Utilities,0001047862-24-000012,ed-20231231.htm,10-K,2024-02-15,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1047862/000104786224000012/ed-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001047862/0001047862-24-000012.html,128
124,S2023-124,S2023-124,STZ,STZ,Constellation Brands,Constellation Brands,cik:0000016918,0000016918,Consumer Staples,Distillers & Vintners,0000016918-23-000045,stz-20230228.htm,10-K,2023-04-20,2023-02-28,2023,https://www.sec.gov/Archives/edgar/data/16918/000001691823000045/stz-20230228.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000016918/0000016918-23-000045.html,129
125,S2023-125,S2023-125,CEG,CEG,Constellation Energy,Constellation Energy,cik:0001868275,0001868275,Utilities,Electric Utilities,0001868275-24-000014,ceg-20231231.htm,10-K,2024-02-27,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1868275/000186827524000014/ceg-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001868275/0001868275-24-000014.html,130
126,S2023-126,S2023-126,COO,COO,Cooper Companies (The),Cooper Companies (The),cik:0000711404,0000711404,Health Care,Health Care Supplies,0000711404-23-000072,coo-20231031.htm,10-K,2023-12-08,2023-10-31,2023,https://www.sec.gov/Archives/edgar/data/711404/000071140423000072/coo-20231031.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000711404/0000711404-23-000072.html,131
127,S2023-127,S2023-127,CPRT,CPRT,Copart,Copart,cik:0000900075,0000900075,Industrials,Diversified Support Services,0000900075-23-000034,cprt-20230731.htm,10-K,2023-09-28,2023-07-31,2023,https://www.sec.gov/Archives/edgar/data/900075/000090007523000034/cprt-20230731.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000900075/0000900075-23-000034.html,132
128,S2023-128,S2023-128,GLW,GLW,Corning Inc.,Corning Inc.,cik:0000024741,0000024741,Information Technology,Electronic Components,0001437749-24-003735,glw20231231_10k.htm,10-K,2024-02-12,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/24741/000143774924003735/glw20231231_10k.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000024741/0001437749-24-003735.html,133
129,S2023-129,S2023-129,CTVA,CTVA,Corteva,Corteva,cik:0001755672,0001755672,Materials,Fertilizers & Agricultural Chemicals,0001755672-24-000004,ctva-20231231.htm,10-K,2024-02-08,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1755672/000175567224000004/ctva-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001755672/0001755672-24-000004.html,134
130,S2023-130,S2023-130,COST,COST,Costco,Costco,cik:0000909832,0000909832,Consumer Staples,Consumer Staples Merchandise Retail,0000909832-23-000042,cost-20230903.htm,10-K,2023-10-11,2023-09-03,2023,https://www.sec.gov/Archives/edgar/data/909832/000090983223000042/cost-20230903.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000909832/0000909832-23-000042.html,135
131,S2023-131,S2023-131,CCI,CCI,Crown Castle,Crown Castle,cik:0001051470,0001051470,Real Estate,Telecom Tower REITs,0001051470-24-000062,cci-20231231.htm,10-K,2024-02-23,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1051470/000105147024000062/cci-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001051470/0001051470-24-000062.html,137
132,S2023-132,S2023-132,CMI,CMI,Cummins,Cummins,cik:0000026172,0000026172,Industrials,Construction Machinery & Heavy Transportation Equipment,0000026172-24-000012,cmi-20231231.htm,10-K,2024-02-12,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/26172/000002617224000012/cmi-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000026172/0000026172-24-000012.html,138
133,S2023-133,S2023-133,DHI,DHI,D. R. Horton,D. R. Horton,cik:0000882184,0000882184,Consumer Discretionary,Homebuilding,0000882184-23-000115,dhi-20230930.htm,10-K,2023-11-17,2023-09-30,2023,https://www.sec.gov/Archives/edgar/data/882184/000088218423000115/dhi-20230930.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000882184/0000882184-23-000115.html,139
134,S2023-134,S2023-134,DTE,DTE,DTE Energy,DTE Energy,cik:0000936340,0000936340,Utilities,Multi-Utilities,0000936340-24-000076,dte-20231231.htm,10-K,2024-02-08,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/936340/000093634024000076/dte-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000936340/0000936340-24-000076.html,140
135,S2023-135,S2023-135,DVA,DVA,DaVita,DaVita,cik:0000927066,0000927066,Health Care,Health Care Services,0000927066-24-000013,dva-20231231.htm,10-K,2024-02-14,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/927066/000092706624000013/dva-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000927066/0000927066-24-000013.html,141
136,S2023-136,S2023-136,DHR,DHR,Danaher Corporation,Danaher Corporation,cik:0000313616,0000313616,Health Care,Life Sciences Tools & Services,0000313616-24-000052,dhr-20231231.htm,10-K,2024-02-21,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/313616/000031361624000052/dhr-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000313616/0000313616-24-000052.html,142
137,S2023-137,S2023-137,DRI,DRI,Darden Restaurants,Darden Restaurants,cik:0000940944,0000940944,Consumer Discretionary,Restaurants,0000940944-23-000037,dri-20230528.htm,10-K,2023-07-21,2023-05-28,2023,https://www.sec.gov/Archives/edgar/data/940944/000094094423000037/dri-20230528.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000940944/0000940944-23-000037.html,143
138,S2023-138,S2023-138,DE,DE,Deere & Company,Deere & Company,cik:0000315189,0000315189,Industrials,Agricultural & Farm Machinery,0001558370-23-019812,de-20231029x10k.htm,10-K,2023-12-15,2023-10-29,2023,https://www.sec.gov/Archives/edgar/data/315189/000155837023019812/de-20231029x10k.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000315189/0001558370-23-019812.html,144
139,S2023-139,S2023-139,DAL,DAL,Delta Air Lines,Delta Air Lines,cik:0000027904,0000027904,Industrials,Passenger Airlines,0000027904-24-000003,dal-20231231.htm,10-K,2024-02-12,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/27904/000002790424000003/dal-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000027904/0000027904-24-000003.html,145
140,S2023-140,S2023-140,XRAY,XRAY,Dentsply Sirona,Dentsply Sirona,cik:0000818479,0000818479,,,0000818479-24-000021,xray-20231231.htm,10-K,2024-02-29,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/818479/000081847924000021/xray-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000818479/0000818479-24-000021.html,146
141,S2023-141,S2023-141,DVN,DVN,Devon Energy,Devon Energy,cik:0001090012,0001090012,Energy,Oil & Gas Exploration & Production,0000950170-24-021781,dvn-20231231.htm,10-K,2024-02-28,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1090012/000095017024021781/dvn-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001090012/0000950170-24-021781.html,147
142,S2023-142,S2023-142,DXCM,DXCM,Dexcom,Dexcom,cik:0001093557,0001093557,Health Care,Health Care Equipment,0001093557-24-000021,dxcm-20231231.htm,10-K,2024-02-08,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1093557/000109355724000021/dxcm-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001093557/0001093557-24-000021.html,148
143,S2023-143,S2023-143,FANG,FANG,Diamondback Energy,Diamondback Energy,cik:0001539838,0001539838,Energy,Oil & Gas Exploration & Production,0001539838-24-000019,fang-20231231.htm,10-K,2024-02-22,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1539838/000153983824000019/fang-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001539838/0001539838-24-000019.html,149
144,S2023-144,S2023-144,DLR,DLR,Digital Realty,Digital Realty,cik:0001297996,0001297996,Real Estate,Data Center REITs,0001558370-24-001575,dlr-20231231x10k.htm,10-K,2024-02-23,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1297996/000155837024001575/dlr-20231231x10k.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001297996/0001558370-24-001575.html,150
145,S2023-145,S2023-145,DG,DG,Dollar General,Dollar General,cik:0000029534,0000029534,Consumer Staples,Consumer Staples Merchandise Retail,0001558370-23-004574,dg-20230203x10k.htm,10-K,2023-03-24,2023-02-03,2023,https://www.sec.gov/Archives/edgar/data/29534/000155837023004574/dg-20230203x10k.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000029534/0001558370-23-004574.html,152
146,S2023-146,S2023-146,DLTR,DLTR,Dollar Tree,Dollar Tree,cik:0000935703,0000935703,Consumer Staples,Consumer Staples Merchandise Retail,0000935703-23-000016,dltr-20230128.htm,10-K,2023-03-10,2023-01-28,2023,https://www.sec.gov/Archives/edgar/data/935703/000093570323000016/dltr-20230128.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000935703/0000935703-23-000016.html,153
147,S2023-147,S2023-147,D,D,Dominion Energy,Dominion Energy,cik:0000715957,0000715957,Utilities,Multi-Utilities,0000950170-24-019110,d-20231231.htm,10-K,2024-02-23,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/715957/000095017024019110/d-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000715957/0000950170-24-019110.html,154
148,S2023-148,S2023-148,DOV,DOV,Dover Corporation,Dover Corporation,cik:0000029905,0000029905,Industrials,Industrial Machinery & Supplies & Components,0000029905-24-000008,dov-20231231.htm,10-K,2024-02-09,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/29905/000002990524000008/dov-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000029905/0000029905-24-000008.html,156
149,S2023-149,S2023-149,DOW,DOW,Dow Inc.,Dow Inc.,cik:0001751788,0001751788,Materials,Commodity Chemicals,0001751788-24-000010,dow-20231231.htm,10-K,2024-01-31,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1751788/000175178824000010/dow-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001751788/0001751788-24-000010.html,157
150,S2023-150,S2023-150,DD,DD,DuPont,DuPont,cik:0001666700,0001666700,Materials,Specialty Chemicals,0001666700-24-000008,dd-20231231.htm,10-K,2024-02-15,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1666700/000166670024000008/dd-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001666700/0001666700-24-000008.html,158
151,S2023-151,S2023-151,DUK,DUK,Duke Energy,Duke Energy,cik:0001326160,0001326160,Utilities,Electric Utilities,0001326160-24-000037,duk-20231231.htm,10-K,2024-02-23,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1326160/000132616024000037/duk-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001326160/0001326160-24-000037.html,159
152,S2023-152,S2023-152,EOG,EOG,EOG Resources,EOG Resources,cik:0000821189,0000821189,Energy,Oil & Gas Exploration & Production,0000821189-24-000011,eog-20231231.htm,10-K,2024-02-22,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/821189/000082118924000011/eog-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000821189/0000821189-24-000011.html,160
153,S2023-153,S2023-153,EPAM,EPAM,EPAM Systems,EPAM Systems,cik:0001352010,0001352010,,,0001352010-24-000008,epam-20231231.htm,10-K,2024-02-22,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1352010/000135201024000008/epam-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001352010/0001352010-24-000008.html,161
154,S2023-154,S2023-154,EQT,EQT,EQT Corporation,EQT Corporation,cik:0000033213,0000033213,Energy,Oil & Gas Exploration & Production,0000033213-24-000008,eqt-20231231.htm,10-K,2024-02-14,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/33213/000003321324000008/eqt-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000033213/0000033213-24-000008.html,162
155,S2023-155,S2023-155,EMN,EMN,Eastman Chemical Co.,Eastman Chemical Co.,cik:0000915389,0000915389,,,0000915389-24-000016,emn-20231231.htm,10-K,2024-02-14,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/915389/000091538924000016/emn-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000915389/0000915389-24-000016.html,163
156,S2023-156,S2023-156,ETN,ETN,Eaton Corporation,Eaton Corporation,cik:0001551182,0001551182,Industrials,Electrical Components & Equipment,0001551182-24-000006,etn-20231231.htm,10-K,2024-02-29,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1551182/000155118224000006/etn-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001551182/0001551182-24-000006.html,164
157,S2023-157,S2023-157,ECL,ECL,Ecolab,Ecolab,cik:0000031462,0000031462,Materials,Specialty Chemicals,0001558370-24-001581,ecl-20231231x10k.htm,10-K,2024-02-23,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/31462/000155837024001581/ecl-20231231x10k.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000031462/0001558370-24-001581.html,165
158,S2023-158,S2023-158,EIX,EIX,Edison International,Edison International,cik:0000827052,0000827052,Utilities,Electric Utilities,0000827052-24-000013,eix-20231231x10k.htm,10-K,2024-02-22,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/827052/000082705224000013/eix-20231231x10k.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000827052/0000827052-24-000013.html,166
159,S2023-159,S2023-159,EW,EW,Edwards Lifesciences,Edwards Lifesciences,cik:0001099800,0001099800,Health Care,Health Care Equipment,0001099800-24-000004,ew-20231231.htm,10-K,2024-02-12,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1099800/000109980024000004/ew-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001099800/0001099800-24-000004.html,167
160,S2023-160,S2023-160,EA,EA,Electronic Arts,Electronic Arts,cik:0000712515,0000712515,Communication Services,Interactive Home Entertainment,0000712515-23-000028,ea-20230331.htm,10-K,2023-05-24,2023-03-31,2023,https://www.sec.gov/Archives/edgar/data/712515/000071251523000028/ea-20230331.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000712515/0000712515-23-000028.html,168
161,S2023-161,S2023-161,ELV,ELV,Elevance Health,Elevance Health,cik:0001156039,0001156039,Health Care,Managed Health Care,0001156039-24-000015,elv-20231231.htm,10-K,2024-02-21,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1156039/000115603924000015/elv-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001156039/0001156039-24-000015.html,169
162,S2023-162,S2023-162,EMR,EMR,Emerson Electric,Emerson Electric,cik:0000032604,0000032604,Industrials,Electrical Components & Equipment,0000032604-23-000044,emr-20230930.htm,10-K,2023-11-13,2023-09-30,2023,https://www.sec.gov/Archives/edgar/data/32604/000003260423000044/emr-20230930.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000032604/0000032604-23-000044.html,170
163,S2023-163,S2023-163,ENPH,ENPH,Enphase Energy,Enphase Energy,cik:0001463101,0001463101,,,0001463101-24-000024,enph-20231231.htm,10-K,2024-02-09,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1463101/000146310124000024/enph-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001463101/0001463101-24-000024.html,171
164,S2023-164,S2023-164,ETR,ETR,Entergy,Entergy,cik:0000065984,0000065984,Utilities,Electric Utilities,0000065984-24-000012,etr-20231231.htm,10-K,2024-02-23,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/65984/000006598424000012/etr-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000065984/0000065984-24-000012.html,172
165,S2023-165,S2023-165,EFX,EFX,Equifax,Equifax,cik:0000033185,0000033185,Industrials,Research & Consulting Services,0000033185-24-000017,efx-20231231.htm,10-K,2024-02-22,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/33185/000003318524000017/efx-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000033185/0000033185-24-000017.html,173
166,S2023-166,S2023-166,EQIX,EQIX,Equinix,Equinix,cik:0001101239,0001101239,Real Estate,Data Center REITs,0001628280-24-005350,eqix-20231231.htm,10-K,2024-02-16,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1101239/000162828024005350/eqix-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001101239/0001628280-24-005350.html,174
167,S2023-167,S2023-167,EQR,EQR,Equity Residential,Equity Residential,cik:0000906107,0000906107,Real Estate,Multi-Family Residential REITs,0000950170-24-015907,eqr-20231231.htm,10-K,2024-02-15,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/906107/000095017024015907/eqr-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000906107/0000950170-24-015907.html,175
168,S2023-168,S2023-168,ESS,ESS,Essex Property Trust,Essex Property Trust,cik:0000920522,0000920522,Real Estate,Multi-Family Residential REITs,0000920522-24-000033,ess-20231231.htm,10-K,2024-02-23,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/920522/000092052224000033/ess-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000920522/0000920522-24-000033.html,176
169,S2023-169,S2023-169,EL,EL,Estée Lauder Companies (The),Estée Lauder Companies (The),cik:0001001250,0001001250,Consumer Staples,Personal Care Products,0001001250-23-000112,el-20230630.htm,10-K,2023-08-18,2023-06-30,2023,https://www.sec.gov/Archives/edgar/data/1001250/000100125023000112/el-20230630.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001001250/0001001250-23-000112.html,177
170,S2023-170,S2023-170,ETSY,ETSY,Etsy,Etsy,cik:0001370637,0001370637,,,0001370637-24-000013,etsy-20231231.htm,10-K,2024-02-22,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1370637/000137063724000013/etsy-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001370637/0001370637-24-000013.html,178
171,S2023-171,S2023-171,EG,EG,Everest Group,Everest Group,cik:0001095073,0001095073,Financials,Reinsurance,0001095073-24-000009,eg-20231231.htm,10-K,2024-02-28,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1095073/000109507324000009/eg-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001095073/0001095073-24-000009.html,179
172,S2023-172,S2023-172,EVRG,EVRG,Evergy,Evergy,cik:0001711269,0001711269,Utilities,Electric Utilities,0001711269-24-000007,evrg-20231231.htm,10-K,2024-02-29,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1711269/000171126924000007/evrg-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001711269/0001711269-24-000007.html,180
173,S2023-173,S2023-173,ES,ES,Eversource Energy,Eversource Energy,cik:0000072741,0000072741,Utilities,Electric Utilities,0000072741-24-000005,es-20231231.htm,10-K,2024-02-14,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/72741/000007274124000005/es-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000072741/0000072741-24-000005.html,181
174,S2023-174,S2023-174,EXC,EXC,Exelon,Exelon,cik:0001109357,0001109357,Utilities,Electric Utilities,0001109357-24-000053,exc-20231231.htm,10-K,2024-02-21,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1109357/000110935724000053/exc-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001109357/0001109357-24-000053.html,182
175,S2023-175,S2023-175,EXPE,EXPE,Expedia Group,Expedia Group,cik:0001324424,0001324424,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0001324424-24-000007,expe-20231231.htm,10-K,2024-02-09,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1324424/000132442424000007/expe-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001324424/0001324424-24-000007.html,183
176,S2023-176,S2023-176,EXPD,EXPD,Expeditors International,Expeditors International,cik:0000746515,0000746515,Industrials,Air Freight & Logistics,0000950170-24-019394,expd-20231231.htm,10-K,2024-02-23,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/746515/000095017024019394/expd-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000746515/0000950170-24-019394.html,184
177,S2023-177,S2023-177,EXR,EXR,Extra Space Storage,Extra Space Storage,cik:0001289490,0001289490,Real Estate,Self-Storage REITs,0001628280-24-008044,exr-20231231.htm,10-K,2024-02-29,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1289490/000162828024008044/exr-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001289490/0001628280-24-008044.html,185
178,S2023-178,S2023-178,XOM,XOM,ExxonMobil,ExxonMobil,cik:0000034088,0000034088,Energy,Integrated Oil & Gas,0000034088-24-000018,xom-20231231.htm,10-K,2024-02-28,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/34088/000003408824000018/xom-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000034088/0000034088-24-000018.html,186
179,S2023-179,S2023-179,FFIV,FFIV,"F5, Inc.","F5, Inc.",cik:0001048695,0001048695,Information Technology,Communications Equipment,0001048695-23-000039,ffiv-20230930.htm,10-K,2023-11-14,2023-09-30,2023,https://www.sec.gov/Archives/edgar/data/1048695/000104869523000039/ffiv-20230930.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001048695/0001048695-23-000039.html,187
180,S2023-180,S2023-180,FMC,FMC,FMC Corporation,FMC Corporation,cik:0000037785,0000037785,,,0000037785-24-000033,fmc-20231231.htm,10-K,2024-02-27,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/37785/000003778524000033/fmc-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000037785/0000037785-24-000033.html,189
181,S2023-181,S2023-181,FDS,FDS,FactSet,FactSet,cik:0001013237,0001013237,Financials,Financial Exchanges & Data,0001013237-23-000128,fds-20230831.htm,10-K,2023-10-27,2023-08-31,2023,https://www.sec.gov/Archives/edgar/data/1013237/000101323723000128/fds-20230831.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001013237/0001013237-23-000128.html,190
182,S2023-182,S2023-182,FICO,FICO,Fair Isaac,Fair Isaac,cik:0000814547,0000814547,Information Technology,Application Software,0000814547-23-000022,fico-20230930.htm,10-K,2023-11-08,2023-09-30,2023,https://www.sec.gov/Archives/edgar/data/814547/000081454723000022/fico-20230930.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000814547/0000814547-23-000022.html,191
183,S2023-183,S2023-183,FAST,FAST,Fastenal,Fastenal,cik:0000815556,0000815556,Industrials,Trading Companies & Distributors,0000815556-24-000009,fast-20231231.htm,10-K,2024-02-06,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/815556/000081555624000009/fast-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000815556/0000815556-24-000009.html,192
184,S2023-184,S2023-184,FDX,FDX,FedEx,FedEx,cik:0001048911,0001048911,Industrials,Air Freight & Logistics,0000950170-23-033201,fdx-20230531.htm,10-K,2023-07-17,2023-05-31,2023,https://www.sec.gov/Archives/edgar/data/1048911/000095017023033201/fdx-20230531.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001048911/0000950170-23-033201.html,193
185,S2023-185,S2023-185,FRT,FRT,Federal Realty Investment Trust,Federal Realty Investment Trust,cik:0000034903,0000034903,Real Estate,Retail REITs,0000034903-24-000032,frt-20231231.htm,10-K,2024-02-12,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/34903/000003490324000032/frt-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000034903/0000034903-24-000032.html,194
186,S2023-186,S2023-186,FIS,FIS,Fidelity National Information Services,Fidelity National Information Services,cik:0001136893,0001136893,Financials,Transaction & Payment Processing Services,0001136893-24-000015,fis-20231231.htm,10-K,2024-02-26,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1136893/000113689324000015/fis-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001136893/0001136893-24-000015.html,195
187,S2023-187,S2023-187,FITB,FITB,Fifth Third Bancorp,Fifth Third Bancorp,cik:0000035527,0000035527,Financials,Regional Banks,0000035527-24-000088,fitb-20231231.htm,10-K,2024-02-27,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/35527/000003552724000088/fitb-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0000035527/0000035527-24-000088.html,196
188,S2023-188,S2023-188,FSLR,FSLR,First Solar,First Solar,cik:0001274494,0001274494,Information Technology,Semiconductors,0001274494-24-000004,fslr-20231231.htm,10-K,2024-02-27,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1274494/000127449424000004/fslr-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001274494/0001274494-24-000004.html,197
189,S2023-189,S2023-189,FE,FE,FirstEnergy,FirstEnergy,cik:0001031296,0001031296,Utilities,Electric Utilities,0001031296-24-000008,fe-20231231.htm,10-K,2024-02-13,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1031296/000103129624000008/fe-20231231.htm,2023/sp500_companies.csv,sample_2023,2,2023/sample_500/html/raw/0001031296/0001031296-24-000008.html,198
