company_id,final_sample_id,cik,ticker,accession_number,section_code,section_name,section_order,heading_text,extraction_status,first_paragraph_order,last_paragraph_order,paragraph_count,sentence_count,word_count,character_count,analysis_text_file,warning_message
P2025-025,P2025-025,0000093410,CVX,0000093410-26-000078,item_7a,Market Risk,9,Item 7A. Quantitative and Qualitative Disclosures About Market Risk,detected,368,369,2,3,50,353,2025/pilot_100/text/section_text/0000093410/0000093410-26-000078/item_7a_market_risk.txt,
P2025-025,P2025-025,0000093410,CVX,0000093410-26-000078,item_8,Financial Statements and Supplementary Data,10,Item 8. Financial Statements and Supplementary Data,detected,370,1288,919,2073,55199,345369,2025/pilot_100/text/section_text/0000093410/0000093410-26-000078/item_8_financial_statements.txt,
P2025-026,P2025-026,0001140536,WTW,0001193125-26-069307,item_1,Business,1,ITEM 1. BUSINESS,detected,45,201,157,355,8444,56336,2025/pilot_100/text/section_text/0001140536/0001193125-26-069307/item_1_business.txt,
P2025-026,P2025-026,0001140536,WTW,0001193125-26-069307,item_1a,Risk Factors,2,ITEM 1A. RISK FACTORS,detected,202,464,263,724,22994,154172,2025/pilot_100/text/section_text/0001140536/0001193125-26-069307/item_1a_risk_factors.txt,
P2025-026,P2025-026,0001140536,WTW,0001193125-26-069307,item_1b,Unresolved Staff Comments,3,ITEM 1B. UNRESOLVE D STAFF COMMENTS,detected,465,467,3,31,756,5354,2025/pilot_100/text/section_text/0001140536/0001193125-26-069307/item_1b_unresolved_staff_comments.txt,
P2025-026,P2025-026,0001140536,WTW,0001193125-26-069307,item_1c,Cybersecurity,4,ITEM 1C. CYBERSECURITY,detected,468,490,23,84,2230,15737,2025/pilot_100/text/section_text/0001140536/0001193125-26-069307/item_1c_cybersecurity.txt,
P2025-026,P2025-026,0001140536,WTW,0001193125-26-069307,item_2,Properties,5,ITEM 2. PR OPERTIES,detected,491,492,2,7,108,670,2025/pilot_100/text/section_text/0001140536/0001193125-26-069307/item_2_properties.txt,
P2025-026,P2025-026,0001140536,WTW,0001193125-26-069307,item_3,Legal Proceedings,6,ITEM 3. LEGAL PROCEEDINGS,detected,493,497,5,8,69,407,2025/pilot_100/text/section_text/0001140536/0001193125-26-069307/item_3_legal_proceedings.txt,
P2025-026,P2025-026,0001140536,WTW,0001193125-26-069307,item_5,Market for Registrant's Common Equity,7,"ITEM 5. MARKET FOR REGISTRANT’S COMMON EQUITY, RELATED STO CKHOLDER MATTERS AND ISSUER PURCHASES OF EQUITY SECURITIES",detected,498,519,22,39,932,5972,2025/pilot_100/text/section_text/0001140536/0001193125-26-069307/item_5_stock_market_information.txt,
P2025-026,P2025-026,0001140536,WTW,0001193125-26-069307,item_7,Management's Discussion and Analysis,8,ITEM 7. MANAGEMENT’S DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION AND RESULTS OF OPERATIONS,detected,520,772,253,474,13132,85334,2025/pilot_100/text/section_text/0001140536/0001193125-26-069307/item_7_management_discussion_and_analysis.txt,
P2025-026,P2025-026,0001140536,WTW,0001193125-26-069307,item_7a,Market Risk,9,ITEM 7A. QUANTITATIVE AND QUALITA TIVE DISCLOSURES ABOUT MARKET RISK,detected,773,812,40,78,1626,10394,2025/pilot_100/text/section_text/0001140536/0001193125-26-069307/item_7a_market_risk.txt,
P2025-026,P2025-026,0001140536,WTW,0001193125-26-069307,item_8,Financial Statements and Supplementary Data,10,ITEM 8. FINAN CIAL STATEMENTS AND SUPPLEMENTARY DATA,detected,813,1585,773,2356,69215,433453,2025/pilot_100/text/section_text/0001140536/0001193125-26-069307/item_8_financial_statements.txt,
P2025-027,P2025-027,0001141391,MA,0001141391-26-000013,item_1,Business,1,ITEM 1. BUSINESS,detected,315,523,209,508,12433,84436,2025/pilot_100/text/section_text/0001141391/0001141391-26-000013/item_1_business.txt,
P2025-027,P2025-027,0001141391,MA,0001141391-26-000013,item_1a,Risk Factors,2,ITEM 1A. RISK FACTORS,detected,524,548,25,56,1236,7978,2025/pilot_100/text/section_text/0001141391/0001141391-26-000013/item_1a_risk_factors.txt,
P2025-027,P2025-027,0001141391,MA,0001141391-26-000013,item_1b,Unresolved Staff Comments,3,Item 1B. Unresolved staff comments,detected,549,580,32,44,892,6270,2025/pilot_100/text/section_text/0001141391/0001141391-26-000013/item_1b_unresolved_staff_comments.txt,
P2025-027,P2025-027,0001141391,MA,0001141391-26-000013,item_1c,Cybersecurity,4,ITEM 1C. CYBERSECURITY,detected,581,586,6,15,320,2271,2025/pilot_100/text/section_text/0001141391/0001141391-26-000013/item_1c_cybersecurity.txt,
P2025-027,P2025-027,0001141391,MA,0001141391-26-000013,item_2,Properties,5,Item 2. Properties,detected,587,589,3,6,111,731,2025/pilot_100/text/section_text/0001141391/0001141391-26-000013/item_2_properties.txt,
P2025-027,P2025-027,0001141391,MA,0001141391-26-000013,item_3,Legal Proceedings,6,Item 3. Legal proceedings,detected,590,611,22,37,836,6377,2025/pilot_100/text/section_text/0001141391/0001141391-26-000013/item_3_legal_proceedings.txt,
P2025-027,P2025-027,0001141391,MA,0001141391-26-000013,item_5,Market for Registrant's Common Equity,7,"Item 5. Market for registrant’s common equity, related stockholder matters and issuer purchases of equity securities",detected,612,836,225,348,7638,48414,2025/pilot_100/text/section_text/0001141391/0001141391-26-000013/item_5_stock_market_information.txt,
P2025-027,P2025-027,0001141391,MA,0001141391-26-000013,item_7,Management's Discussion and Analysis,8,ITEM 7. MANAGEMENT’S DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION AND RESULTS OF OPERATIONS,detected,837,848,12,37,705,4761,2025/pilot_100/text/section_text/0001141391/0001141391-26-000013/item_7_management_discussion_and_analysis.txt,
P2025-027,P2025-027,0001141391,MA,0001141391-26-000013,item_7a,Market Risk,9,Item 7A. Quantitative and qualitative disclosures about market risk,detected,849,1392,544,1087,24745,159060,2025/pilot_100/text/section_text/0001141391/0001141391-26-000013/item_7a_market_risk.txt,
P2025-027,P2025-027,0001141391,MA,0001141391-26-000013,item_8,Financial Statements and Supplementary Data,10,ITEM 8. FINANCIAL STATEMENTS AND SUPPLEMENTARY DATA - NOTES TO CONSOLIDATED FINANCIAL STATEMENTS,detected,1393,1495,103,256,6201,39882,2025/pilot_100/text/section_text/0001141391/0001141391-26-000013/item_8_financial_statements.txt,
P2025-028,P2025-028,0000093751,STT,0000093751-26-000124,item_1,Business,1,ITEM 1. BUSINESS,detected,89,290,202,418,11823,78072,2025/pilot_100/text/section_text/0000093751/0000093751-26-000124/item_1_business.txt,low_heading_score
P2025-028,P2025-028,0000093751,STT,0000093751-26-000124,item_1a,Risk Factors,2,ITEM 1A. RISK FACTORS,detected,291,563,273,774,24980,168490,2025/pilot_100/text/section_text/0000093751/0000093751-26-000124/item_1a_risk_factors.txt,
P2025-028,P2025-028,0000093751,STT,0000093751-26-000124,item_1b,Unresolved Staff Comments,3,ITEM 1B. UNRESOLVED STAFF COMMENTS,detected,564,565,2,3,6,39,2025/pilot_100/text/section_text/0000093751/0000093751-26-000124/item_1b_unresolved_staff_comments.txt,section_too_short
P2025-028,P2025-028,0000093751,STT,0000093751-26-000124,item_1c,Cybersecurity,4,ITEM 1C. CYBERSECURITY,detected,566,577,12,28,727,4895,2025/pilot_100/text/section_text/0000093751/0000093751-26-000124/item_1c_cybersecurity.txt,
P2025-028,P2025-028,0000093751,STT,0000093751-26-000124,item_2,Properties,5,ITEM 2. PROPERTIES,detected,578,581,4,12,274,1757,2025/pilot_100/text/section_text/0000093751/0000093751-26-000124/item_2_properties.txt,
P2025-028,P2025-028,0000093751,STT,0000093751-26-000124,item_3,Legal Proceedings,6,ITEM 3. LEGAL PROCEEDINGS,detected,582,607,26,73,1681,10649,2025/pilot_100/text/section_text/0000093751/0000093751-26-000124/item_3_legal_proceedings.txt,
P2025-028,P2025-028,0000093751,STT,0000093751-26-000124,item_5,Market for Registrant's Common Equity,7,"ITEM 5. MARKET FOR REGISTRANT’S COMMON EQUITY, RELATED STOCKHOLDER MATTERS AND ISSUER PURCHASES OF EQUITY SECURITIES",detected,608,636,29,49,1622,10061,2025/pilot_100/text/section_text/0000093751/0000093751-26-000124/item_5_stock_market_information.txt,
P2025-028,P2025-028,0000093751,STT,0000093751-26-000124,item_7,Management's Discussion and Analysis,8,ITEM 7. MANAGEMENT’S DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION AND RESULTS OF OPERATIONS,detected,637,1628,992,1581,37342,246214,2025/pilot_100/text/section_text/0000093751/0000093751-26-000124/item_7_management_discussion_and_analysis.txt,
P2025-028,P2025-028,0000093751,STT,0000093751-26-000124,item_7a,Market Risk,9,ITEM 7A. QUANTITATIVE AND QUALITATIVE DISCLOSURES ABOUT MARKET RISK,detected,1629,1630,2,3,34,247,2025/pilot_100/text/section_text/0000093751/0000093751-26-000124/item_7a_market_risk.txt,section_too_short
P2025-028,P2025-028,0000093751,STT,0000093751-26-000124,item_8,Financial Statements and Supplementary Data,10,ITEM 8. FINANCIAL STATEMENTS AND SUPPLEMENTARY DATA,detected,1631,2495,865,1477,43325,272915,2025/pilot_100/text/section_text/0000093751/0000093751-26-000124/item_8_financial_statements.txt,
P2025-029,P2025-029,0000070858,BAC,0000070858-26-000157,item_1,Business,1,Item 1. Business,detected,50,139,90,211,5626,37865,2025/pilot_100/text/section_text/0000070858/0000070858-26-000157/item_1_business.txt,
P2025-029,P2025-029,0000070858,BAC,0000070858-26-000157,item_1a,Risk Factors,2,Item 1A. Risk Factors,detected,140,332,193,489,16634,116697,2025/pilot_100/text/section_text/0000070858/0000070858-26-000157/item_1a_risk_factors.txt,
P2025-029,P2025-029,0000070858,BAC,0000070858-26-000157,item_1b,Unresolved Staff Comments,3,Item 1B. Unresolved Staff Comments,detected,333,334,2,3,6,38,2025/pilot_100/text/section_text/0000070858/0000070858-26-000157/item_1b_unresolved_staff_comments.txt,section_too_short
P2025-029,P2025-029,0000070858,BAC,0000070858-26-000157,item_1c,Cybersecurity,4,Item 1C. Cybersecurity,detected,335,336,2,3,22,145,2025/pilot_100/text/section_text/0000070858/0000070858-26-000157/item_1c_cybersecurity.txt,section_too_short
P2025-029,P2025-029,0000070858,BAC,0000070858-26-000157,item_2,Properties,5,Item 2. Properties,detected,337,344,8,11,264,1704,2025/pilot_100/text/section_text/0000070858/0000070858-26-000157/item_2_properties.txt,
P2025-029,P2025-029,0000070858,BAC,0000070858-26-000157,item_3,Legal Proceedings,6,Item 3. Legal Proceedings,detected,345,351,7,9,45,294,2025/pilot_100/text/section_text/0000070858/0000070858-26-000157/item_3_legal_proceedings.txt,section_too_short
P2025-029,P2025-029,0000070858,BAC,0000070858-26-000157,item_5,Market for Registrant's Common Equity,7,"Item 5. Market for Registrant’s Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities",detected,352,1176,825,1651,44304,295114,2025/pilot_100/text/section_text/0000070858/0000070858-26-000157/item_5_stock_market_information.txt,
P2025-029,P2025-029,0000070858,BAC,0000070858-26-000157,item_7,Management's Discussion and Analysis,8,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0000070858/0000070858-26-000157/item_7_management_discussion_and_analysis.txt,
P2025-029,P2025-029,0000070858,BAC,0000070858-26-000157,item_7a,Market Risk,9,Item 7A. Quantitative and Qualitative Disclosures about Market Risk,detected,1177,2350,1174,2314,72533,448917,2025/pilot_100/text/section_text/0000070858/0000070858-26-000157/item_7a_market_risk.txt,
P2025-029,P2025-029,0000070858,BAC,0000070858-26-000157,item_8,Financial Statements and Supplementary Data,10,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0000070858/0000070858-26-000157/item_8_financial_statements.txt,
P2025-030,P2025-030,0000038777,BEN,0000038777-25-000238,item_1,Business,1,Item 1. Business.,detected,45,146,102,332,8930,62280,2025/pilot_100/text/section_text/0000038777/0000038777-25-000238/item_1_business.txt,
P2025-030,P2025-030,0000038777,BEN,0000038777-25-000238,item_1a,Risk Factors,2,Item 1A. Risk Factors.,detected,147,236,90,276,8728,59768,2025/pilot_100/text/section_text/0000038777/0000038777-25-000238/item_1a_risk_factors.txt,
P2025-030,P2025-030,0000038777,BEN,0000038777-25-000238,item_1b,Unresolved Staff Comments,3,Item 1B. Unresolved Staff Comments.,detected,237,238,2,3,6,40,2025/pilot_100/text/section_text/0000038777/0000038777-25-000238/item_1b_unresolved_staff_comments.txt,section_too_short
P2025-030,P2025-030,0000038777,BEN,0000038777-25-000238,item_1c,Cybersecurity,4,Item 1C. Cybersecurity.,detected,239,254,16,41,832,6049,2025/pilot_100/text/section_text/0000038777/0000038777-25-000238/item_1c_cybersecurity.txt,
P2025-030,P2025-030,0000038777,BEN,0000038777-25-000238,item_2,Properties,5,Item 2. Properties.,detected,255,259,5,11,205,1407,2025/pilot_100/text/section_text/0000038777/0000038777-25-000238/item_2_properties.txt,
P2025-030,P2025-030,0000038777,BEN,0000038777-25-000238,item_3,Legal Proceedings,6,Item 3. Legal Proceedings.,detected,260,289,30,48,945,6224,2025/pilot_100/text/section_text/0000038777/0000038777-25-000238/item_3_legal_proceedings.txt,
P2025-030,P2025-030,0000038777,BEN,0000038777-25-000238,item_5,Market for Registrant's Common Equity,7,"Item 5. Market for Registrant ’ s Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities.",detected,290,295,6,9,266,1650,2025/pilot_100/text/section_text/0000038777/0000038777-25-000238/item_5_stock_market_information.txt,
P2025-030,P2025-030,0000038777,BEN,0000038777-25-000238,item_7,Management's Discussion and Analysis,8,Item 7. Management ’ s Discussion and Analysis of Financial Condition and Results of Operations.,detected,296,529,234,472,12288,79680,2025/pilot_100/text/section_text/0000038777/0000038777-25-000238/item_7_management_discussion_and_analysis.txt,
P2025-030,P2025-030,0000038777,BEN,0000038777-25-000238,item_7a,Market Risk,9,Item 7A. Quantitative and Qualitative Disclosures About Market Risk.,detected,530,546,17,38,872,5529,2025/pilot_100/text/section_text/0000038777/0000038777-25-000238/item_7a_market_risk.txt,
P2025-030,P2025-030,0000038777,BEN,0000038777-25-000238,item_8,Financial Statements and Supplementary Data,10,Item 8. Financial Statements and Supplementary Data.,detected,547,907,361,680,20599,131766,2025/pilot_100/text/section_text/0000038777/0000038777-25-000238/item_8_financial_statements.txt,
P2025-031,P2025-031,0001393818,BX,0001193125-26-082531,item_1,Business,1,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0001393818/0001193125-26-082531/item_1_business.txt,
P2025-031,P2025-031,0001393818,BX,0001193125-26-082531,item_1a,Risk Factors,2,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0001393818/0001193125-26-082531/item_1a_risk_factors.txt,
P2025-031,P2025-031,0001393818,BX,0001193125-26-082531,item_1b,Unresolved Staff Comments,3,Item 1B. Unresolved Staff Comments,detected,651,2777,2127,3756,87413,572238,2025/pilot_100/text/section_text/0001393818/0001193125-26-082531/item_1b_unresolved_staff_comments.txt,
P2025-031,P2025-031,0001393818,BX,0001193125-26-082531,item_1c,Cybersecurity,4,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0001393818/0001193125-26-082531/item_1c_cybersecurity.txt,
P2025-031,P2025-031,0001393818,BX,0001193125-26-082531,item_2,Properties,5,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0001393818/0001193125-26-082531/item_2_properties.txt,
P2025-031,P2025-031,0001393818,BX,0001193125-26-082531,item_3,Legal Proceedings,6,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0001393818/0001193125-26-082531/item_3_legal_proceedings.txt,
P2025-031,P2025-031,0001393818,BX,0001193125-26-082531,item_5,Market for Registrant's Common Equity,7,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0001393818/0001193125-26-082531/item_5_stock_market_information.txt,
P2025-031,P2025-031,0001393818,BX,0001193125-26-082531,item_7,Management's Discussion and Analysis,8,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0001393818/0001193125-26-082531/item_7_management_discussion_and_analysis.txt,
P2025-031,P2025-031,0001393818,BX,0001193125-26-082531,item_7a,Market Risk,9,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0001393818/0001193125-26-082531/item_7a_market_risk.txt,
P2025-031,P2025-031,0001393818,BX,0001193125-26-082531,item_8,Financial Statements and Supplementary Data,10,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0001393818/0001193125-26-082531/item_8_financial_statements.txt,
P2025-032,P2025-032,0001281761,RF,0001281761-26-000019,item_1,Business,1,Item 1. Business,detected,211,344,134,388,11027,74666,2025/pilot_100/text/section_text/0001281761/0001281761-26-000019/item_1_business.txt,
P2025-032,P2025-032,0001281761,RF,0001281761-26-000019,item_1a,Risk Factors,2,Item 1A. Risk Factors,detected,345,542,198,582,18217,121797,2025/pilot_100/text/section_text/0001281761/0001281761-26-000019/item_1a_risk_factors.txt,
P2025-032,P2025-032,0001281761,RF,0001281761-26-000019,item_1b,Unresolved Staff Comments,3,Item 1B. Unresolved Staff Comments,detected,543,544,2,3,6,39,2025/pilot_100/text/section_text/0001281761/0001281761-26-000019/item_1b_unresolved_staff_comments.txt,section_too_short
P2025-032,P2025-032,0001281761,RF,0001281761-26-000019,item_1c,Cybersecurity,4,Item 1C. Cybersecurity,detected,545,553,9,48,1123,8007,2025/pilot_100/text/section_text/0001281761/0001281761-26-000019/item_1c_cybersecurity.txt,
P2025-032,P2025-032,0001281761,RF,0001281761-26-000019,item_2,Properties,5,Item 2. Properties,detected,554,557,4,7,93,594,2025/pilot_100/text/section_text/0001281761/0001281761-26-000019/item_2_properties.txt,
P2025-032,P2025-032,0001281761,RF,0001281761-26-000019,item_3,Legal Proceedings,6,Item 3. Legal Proceedings,detected,558,566,9,40,465,3073,2025/pilot_100/text/section_text/0001281761/0001281761-26-000019/item_3_legal_proceedings.txt,
P2025-032,P2025-032,0001281761,RF,0001281761-26-000019,item_5,Market for Registrant's Common Equity,7,"Item 5. Market For Registrant’s Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities",detected,567,579,13,25,636,4082,2025/pilot_100/text/section_text/0001281761/0001281761-26-000019/item_5_stock_market_information.txt,
P2025-032,P2025-032,0001281761,RF,0001281761-26-000019,item_7,Management's Discussion and Analysis,8,Item 7. Management's Discussion and Analysis of Financial Condition and Results of Operations,detected,580,1051,472,981,23996,157737,2025/pilot_100/text/section_text/0001281761/0001281761-26-000019/item_7_management_discussion_and_analysis.txt,
P2025-032,P2025-032,0001281761,RF,0001281761-26-000019,item_7a,Market Risk,9,Item 7A. Quantitative and Qualitative Disclosures about Market Risk,detected,1052,1053,2,3,28,178,2025/pilot_100/text/section_text/0001281761/0001281761-26-000019/item_7a_market_risk.txt,section_too_short
P2025-032,P2025-032,0001281761,RF,0001281761-26-000019,item_8,Financial Statements and Supplementary Data,10,Item 8. Financial Statements and Supplementary Data,detected,1054,1809,756,1731,48102,293588,2025/pilot_100/text/section_text/0001281761/0001281761-26-000019/item_8_financial_statements.txt,
P2025-033,P2025-033,0000895421,MS,0000895421-26-000086,item_1,Business,1,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0000895421/0000895421-26-000086/item_1_business.txt,
P2025-033,P2025-033,0000895421,MS,0000895421-26-000086,item_1a,Risk Factors,2,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0000895421/0000895421-26-000086/item_1a_risk_factors.txt,
P2025-033,P2025-033,0000895421,MS,0000895421-26-000086,item_1b,Unresolved Staff Comments,3,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0000895421/0000895421-26-000086/item_1b_unresolved_staff_comments.txt,
P2025-033,P2025-033,0000895421,MS,0000895421-26-000086,item_1c,Cybersecurity,4,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0000895421/0000895421-26-000086/item_1c_cybersecurity.txt,
P2025-033,P2025-033,0000895421,MS,0000895421-26-000086,item_2,Properties,5,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0000895421/0000895421-26-000086/item_2_properties.txt,
P2025-033,P2025-033,0000895421,MS,0000895421-26-000086,item_3,Legal Proceedings,6,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0000895421/0000895421-26-000086/item_3_legal_proceedings.txt,
P2025-033,P2025-033,0000895421,MS,0000895421-26-000086,item_5,Market for Registrant's Common Equity,7,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0000895421/0000895421-26-000086/item_5_stock_market_information.txt,
P2025-033,P2025-033,0000895421,MS,0000895421-26-000086,item_7,Management's Discussion and Analysis,8,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0000895421/0000895421-26-000086/item_7_management_discussion_and_analysis.txt,
P2025-033,P2025-033,0000895421,MS,0000895421-26-000086,item_7a,Market Risk,9,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0000895421/0000895421-26-000086/item_7a_market_risk.txt,
P2025-033,P2025-033,0000895421,MS,0000895421-26-000086,item_8,Financial Statements and Supplementary Data,10,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0000895421/0000895421-26-000086/item_8_financial_statements.txt,
P2025-034,P2025-034,0000004977,AFL,0001628280-26-011402,item_1,Business,1,Item 1. Business,detected,175,347,173,507,13481,92381,2025/pilot_100/text/section_text/0000004977/0001628280-26-011402/item_1_business.txt,
P2025-034,P2025-034,0000004977,AFL,0001628280-26-011402,item_1a,Risk Factors,2,Item 1A. Risk Factors,detected,348,350,3,7,189,1309,2025/pilot_100/text/section_text/0000004977/0001628280-26-011402/item_1a_risk_factors.txt,
P2025-034,P2025-034,0000004977,AFL,0001628280-26-011402,item_1b,Unresolved Staff Comments,3,ITEM 1B. UNRESOLVED STAFF COMMENTS,detected,351,352,2,3,7,49,2025/pilot_100/text/section_text/0000004977/0001628280-26-011402/item_1b_unresolved_staff_comments.txt,section_too_short
P2025-034,P2025-034,0000004977,AFL,0001628280-26-011402,item_1c,Cybersecurity,4,ITEM 1C. CYBERSECURITY,detected,353,361,9,25,720,5125,2025/pilot_100/text/section_text/0000004977/0001628280-26-011402/item_1c_cybersecurity.txt,
P2025-034,P2025-034,0000004977,AFL,0001628280-26-011402,item_2,Properties,5,ITEM 2. PROPERTIES,detected,362,365,4,12,228,1608,2025/pilot_100/text/section_text/0000004977/0001628280-26-011402/item_2_properties.txt,
P2025-034,P2025-034,0000004977,AFL,0001628280-26-011402,item_3,Legal Proceedings,6,ITEM 3. LEGAL PROCEEDINGS,detected,366,385,20,33,430,2783,2025/pilot_100/text/section_text/0000004977/0001628280-26-011402/item_3_legal_proceedings.txt,
P2025-034,P2025-034,0000004977,AFL,0001628280-26-011402,item_5,Market for Registrant's Common Equity,7,"Item 5. Market for Registrant's Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities",detected,386,875,490,885,20827,138857,2025/pilot_100/text/section_text/0000004977/0001628280-26-011402/item_5_stock_market_information.txt,
P2025-034,P2025-034,0000004977,AFL,0001628280-26-011402,item_7,Management's Discussion and Analysis,8,Item 7. Management's Discussion and Analysis of Financial Condition and Results of Operations,detected,876,890,15,34,713,4755,2025/pilot_100/text/section_text/0000004977/0001628280-26-011402/item_7_management_discussion_and_analysis.txt,
P2025-034,P2025-034,0000004977,AFL,0001628280-26-011402,item_7a,Market Risk,9,Item 7A. Quantitative and Qualitative Disclosures About Market Risk,detected,891,1941,1051,1958,54706,339057,2025/pilot_100/text/section_text/0000004977/0001628280-26-011402/item_7a_market_risk.txt,
P2025-034,P2025-034,0000004977,AFL,0001628280-26-011402,item_8,Financial Statements and Supplementary Data,10,Item 8. Financial Statements and Supplementary Data,detected,1942,2110,169,396,10424,64747,2025/pilot_100/text/section_text/0000004977/0001628280-26-011402/item_8_financial_statements.txt,
P2025-035,P2025-035,0001136893,FIS,0001136893-26-000013,item_1,Business,1,Item 1. Business,detected,41,139,99,316,7620,53881,2025/pilot_100/text/section_text/0001136893/0001136893-26-000013/item_1_business.txt,low_heading_score
P2025-035,P2025-035,0001136893,FIS,0001136893-26-000013,item_1a,Risk Factors,2,Item 1A. Risk Factors,detected,140,309,170,422,12889,87649,2025/pilot_100/text/section_text/0001136893/0001136893-26-000013/item_1a_risk_factors.txt,
P2025-035,P2025-035,0001136893,FIS,0001136893-26-000013,item_1b,Unresolved Staff Comments,3,Item 1B. Unresolved Staff Comments,detected,310,311,2,3,6,39,2025/pilot_100/text/section_text/0001136893/0001136893-26-000013/item_1b_unresolved_staff_comments.txt,section_too_short
P2025-035,P2025-035,0001136893,FIS,0001136893-26-000013,item_1c,Cybersecurity,4,Item 1C. Cybersecurity,detected,312,321,10,39,863,6186,2025/pilot_100/text/section_text/0001136893/0001136893-26-000013/item_1c_cybersecurity.txt,
P2025-035,P2025-035,0001136893,FIS,0001136893-26-000013,item_2,Properties,5,Item 2. Properties,detected,322,323,2,6,68,464,2025/pilot_100/text/section_text/0001136893/0001136893-26-000013/item_2_properties.txt,
P2025-035,P2025-035,0001136893,FIS,0001136893-26-000013,item_3,Legal Proceedings,6,Item 3. Legal Proceedings,detected,324,331,8,16,227,1478,2025/pilot_100/text/section_text/0001136893/0001136893-26-000013/item_3_legal_proceedings.txt,
P2025-035,P2025-035,0001136893,FIS,0001136893-26-000013,item_5,Market for Registrant's Common Equity,7,"Item 5. Market for Registrant's Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities",detected,332,342,11,25,679,4312,2025/pilot_100/text/section_text/0001136893/0001136893-26-000013/item_5_stock_market_information.txt,
P2025-035,P2025-035,0001136893,FIS,0001136893-26-000013,item_7,Management's Discussion and Analysis,8,Item 7. Management's Discussion and Analysis of Financial Condition and Results of Operations,detected,343,496,154,306,7884,51691,2025/pilot_100/text/section_text/0001136893/0001136893-26-000013/item_7_management_discussion_and_analysis.txt,
P2025-035,P2025-035,0001136893,FIS,0001136893-26-000013,item_7a,Market Risk,9,Item 7A. Quantitative and Qualitative Disclosures About Market Risk,detected,497,510,14,36,914,5984,2025/pilot_100/text/section_text/0001136893/0001136893-26-000013/item_7a_market_risk.txt,
P2025-035,P2025-035,0001136893,FIS,0001136893-26-000013,item_8,Financial Statements and Supplementary Data,10,Item 8. Financial Statements and Supplementary Data,detected,511,1120,610,1266,33376,213762,2025/pilot_100/text/section_text/0001136893/0001136893-26-000013/item_8_financial_statements.txt,
P2025-036,P2025-036,0000036270,MTB,0000036270-26-000010,item_1,Business,1,Item 1. Business.,detected,47,196,150,401,11657,77475,2025/pilot_100/text/section_text/0000036270/0000036270-26-000010/item_1_business.txt,
P2025-036,P2025-036,0000036270,MTB,0000036270-26-000010,item_1a,Risk Factors,2,Item 1A. Risk Factors.,detected,197,399,203,446,13275,90054,2025/pilot_100/text/section_text/0000036270/0000036270-26-000010/item_1a_risk_factors.txt,
P2025-036,P2025-036,0000036270,MTB,0000036270-26-000010,item_1b,Unresolved Staff Comments,3,Item 1B. Unresolved Staff Comments.,detected,400,401,2,3,6,40,2025/pilot_100/text/section_text/0000036270/0000036270-26-000010/item_1b_unresolved_staff_comments.txt,section_too_short
P2025-036,P2025-036,0000036270,MTB,0000036270-26-000010,item_1c,Cybersecurity,4,Item 1C. Cybersecurity.,detected,402,411,10,35,1011,7320,2025/pilot_100/text/section_text/0000036270/0000036270-26-000010/item_1c_cybersecurity.txt,
P2025-036,P2025-036,0000036270,MTB,0000036270-26-000010,item_2,Properties,5,Item 2. Properties.,detected,412,414,3,9,170,1145,2025/pilot_100/text/section_text/0000036270/0000036270-26-000010/item_2_properties.txt,
P2025-036,P2025-036,0000036270,MTB,0000036270-26-000010,item_3,Legal Proceedings,6,Item 3. Legal Proceedings.,detected,415,422,8,45,782,4848,2025/pilot_100/text/section_text/0000036270/0000036270-26-000010/item_3_legal_proceedings.txt,
